Airline,Airline ID,Source Airport,Source Airport ID,Destination Airport,Destination Airport ID,
4U,2548,HDF,5557,DUS,345,CRJ
4U,2548,HDF,5557,FRA,340,CRJ
4U,2548,HDF,5557,STR,350,CRJ
4U,2548,HEL,421,TXL,351,319
4U,2548,HER,1452,CGN,344,320 319
4U,2548,HER,1452,DUS,345,319
4U,2548,HER,1452,HAJ,352,319
4U,2548,HER,1452,HAM,342,319
4U,2548,HER,1452,STR,350,319
4U,2548,HER,1452,TXL,351,319
4U,2548,IBZ,1225,CGN,344,320 319
4U,2548,IBZ,1225,DUS,345,320
4U,2548,IBZ,1225,STR,350,319
4U,2548,IBZ,1225,TXL,351,319
4U,2548,JMK,1468,CGN,344,319
4U,2548,JTR,1479,CGN,344,319
4U,2548,KGS,1458,CGN,344,319
4U,2548,KLU,4322,CGN,344,CRJ
4U,2548,KLU,4322,HAM,342,319 CRJ
4U,2548,KLU,4322,TXL,351,319 CRJ
4U,2548,KRK,669,STR,350,CRJ
4U,2548,KTW,671,DUS,345,CRJ
4U,2548,KVA,1462,CGN,344,319 320
4U,2548,KVA,1462,STR,350,319
4U,2548,LEJ,348,CGN,344,CRJ 319 320
4U,2548,LEJ,348,DUS,345,CRJ
4U,2548,LEJ,348,STR,350,319 CRJ
4U,2548,LHR,507,CGN,344,319 320
4U,2548,LHR,507,HAM,342,319 CRJ
4U,2548,LHR,507,STR,350,319 320
4U,2548,LHR,507,TXL,351,319 320
4U,2548,LIN,1529,TXL,351,319
4U,2548,LIS,1638,CGN,344,319 320
4U,2548,LIS,1638,STR,350,319
4U,2548,LPA,1054,CGN,344,319
4U,2548,LYS,1335,DUS,345,CRJ
4U,2548,MAD,1229,DUS,345,CRJ
4U,2548,MAD,1229,HAM,342,CRJ
4U,2548,MAN,478,CGN,344,319
4U,2548,MAN,478,HAM,342,CRJ
4U,2548,MPL,1359,DUS,345,CRJ
4U,2548,MUC,346,DTM,373,319
4U,2548,MXP,1524,CGN,344,319 CRJ
4U,2548,MXP,1524,DUS,345,CRJ 320
4U,2548,MXP,1524,HAJ,352,319
4U,2548,MXP,1524,HAM,342,319 CRJ
4U,2548,MXP,1524,STR,350,CRJ 319
4U,2548,NAP,1561,CGN,344,319 320
4U,2548,NAP,1561,HAJ,352,319
4U,2548,NAP,1561,HAM,342,319
4U,2548,NAP,1561,STR,350,319
4U,2548,NCE,1354,CGN,344,319 320
4U,2548,NCE,1354,HAM,342,319
4U,2548,NCE,1354,TXL,351,319
4U,2548,NDR,5673,CGN,344,319
4U,2548,NQY,481,DUS,345,CRJ
4U,2548,NUE,347,DUS,345,CRJ
4U,2548,NUE,347,HAM,342,CRJ
4U,2548,NUE,347,TXL,351,319
4U,2548,OLB,1520,CGN,344,319
4U,2548,OLB,1520,DUS,345,CRJ
4U,2548,OLB,1520,HAM,342,319
4U,2548,OLB,1520,STR,350,319
4U,2548,OSL,644,HAM,342,CRJ
4U,2548,PMI,3998,CGN,344,320 319
4U,2548,PMI,3998,DTM,373,319 320
4U,2548,PMI,3998,DUS,345,320
4U,2548,PMI,3998,HAJ,352,319
4U,2548,PMI,3998,HAM,342,319
4U,2548,PMI,3998,STR,350,319 320
4U,2548,PMI,3998,TXL,351,320
4U,2548,PMO,1512,CGN,344,319 CRJ
4U,2548,POZ,674,DUS,345,CRJ
4U,2548,PRG,1587,CGN,344,319 320 CRJ
4U,2548,PRG,1587,DUS,345,CRJ
4U,2548,PRG,1587,HAM,342,CRJ
4U,2548,PRN,1742,DUS,345,319
4U,2548,PRN,1742,HAJ,352,319
4U,2548,PRN,1742,HAM,342,319
4U,2548,PRN,1742,STR,350,319
4U,2548,PRN,1742,TXL,351,319
4U,2548,PSA,1562,CGN,344,319
4U,2548,PUY,1203,CGN,344,319 CRJ
4U,2548,RAK,1075,CGN,344,319
4U,2548,RHO,1472,CGN,344,320
4U,2548,RJK,1205,CGN,344,319
4U,2548,RJK,1205,HAM,342,319
4U,2548,RJK,1205,STR,350,319
4U,2548,RLG,772,CGN,344,319
4U,2548,RLG,772,STR,350,319
4U,2548,SAW,4317,CGN,344,319 320
4U,2548,SAW,4317,DTM,373,319
4U,2548,SAW,4317,HAJ,352,319
4U,2548,SAW,4317,HAM,342,319
4U,2548,SAW,4317,STR,350,319
4U,2548,SAW,4317,TXL,351,319
4U,2548,SJJ,1646,CGN,344,319
4U,2548,SJJ,1646,STR,350,319
4U,2548,SJJ,1646,TXL,351,319
4U,2548,SKG,1486,CGN,344,319 320
4U,2548,SKG,1486,DUS,345,319 320
4U,2548,SKG,1486,HAJ,352,319
4U,2548,SKG,1486,HAM,342,319
4U,2548,SKG,1486,STR,350,319 320
4U,2548,SPU,1206,CGN,344,319
4U,2548,SPU,1206,DTM,373,319
4U,2548,SPU,1206,DUS,345,319
4U,2548,SPU,1206,HAJ,352,319
4U,2548,SPU,1206,HAM,342,319
4U,2548,SPU,1206,STR,350,319 320
4U,2548,SPU,1206,TXL,351,319
4U,2548,STN,548,CGN,344,319
4U,2548,STN,548,HAJ,352,319
4U,2548,STN,548,STR,350,319
4U,2548,STR,350,AGP,1230,320 319
4U,2548,STR,350,ATH,3941,319
4U,2548,STR,350,BCN,1218,319 320
4U,2548,STR,350,BDS,1506,319
4U,2548,STR,350,BEG,1739,319
4U,2548,STR,350,BIA,1321,319
4U,2548,STR,350,BIO,1216,CRJ 319
4U,2548,STR,350,BRE,353,319 CRJ
4U,2548,STR,350,BRI,1501,319
4U,2548,STR,350,BRU,302,319 CRJ
4U,2548,STR,350,BUD,1489,319 CRJ
4U,2548,STR,350,CAG,1519,319
4U,2548,STR,350,CFU,1460,319
4U,2548,STR,350,CTA,1509,319
4U,2548,STR,350,DBV,1200,319
4U,2548,STR,350,DRS,338,319 CRJ
4U,2548,STR,350,FAO,1626,319 320
4U,2548,STR,350,FCO,1555,319
4U,2548,STR,350,HAJ,352,319
4U,2548,STR,350,HAM,342,319 CRJ
4U,2548,STR,350,HDF,5557,CRJ
4U,2548,STR,350,HER,1452,319
4U,2548,STR,350,IBZ,1225,319
4U,2548,STR,350,KRK,669,CRJ
4U,2548,STR,350,KVA,1462,319
4U,2548,STR,350,LEJ,348,319 CRJ
4U,2548,STR,350,LHR,507,319 320
4U,2548,STR,350,LIS,1638,319
4U,2548,STR,350,MXP,1524,CRJ 319
4U,2548,STR,350,NAP,1561,319
4U,2548,STR,350,OLB,1520,319
4U,2548,STR,350,PMI,3998,319 320
4U,2548,STR,350,PRN,1742,319
4U,2548,STR,350,RJK,1205,319
4U,2548,STR,350,RLG,772,319
4U,2548,STR,350,SAW,4317,319
4U,2548,STR,350,SJJ,1646,319
4U,2548,STR,350,SKG,1486,319 320
4U,2548,STR,350,SPU,1206,319 320
4U,2548,STR,350,STN,548,319
4U,2548,STR,350,SUF,1508,319
4U,2548,STR,350,TXL,351,320 319 CRJ
4U,2548,STR,350,VIE,1613,319 320 CRJ
4U,2548,STR,350,ZAD,1209,319
4U,2548,STR,350,ZAG,1208,319
4U,2548,SUF,1508,CGN,344,319
4U,2548,SUF,1508,DUS,345,CRJ
4U,2548,SUF,1508,HAJ,352,319
4U,2548,SUF,1508,STR,350,319
4U,2548,SZG,1612,CGN,344,319
4U,2548,TLS,1273,HAM,342,CRJ
4U,2548,TLV,1590,CGN,344,319 320
4U,2548,TRN,1526,DUS,345,CRJ
4U,2548,TUN,287,CGN,344,319
4U,2548,TXL,351,AGP,1230,319
4U,2548,TXL,351,AOI,4309,CRJ
4U,2548,TXL,351,BHX,469,319
4U,2548,TXL,351,BIA,1321,320
4U,2548,TXL,351,BLQ,1538,319
4U,2548,TXL,351,CGN,344,320 319
4U,2548,TXL,351,CTA,1509,319
4U,2548,TXL,351,DBV,1200,320
4U,2548,TXL,351,FCO,1555,319
4U,2548,TXL,351,FMM,3986,CRJ
4U,2548,TXL,351,HEL,421,319
4U,2548,TXL,351,HER,1452,319
4U,2548,TXL,351,IBZ,1225,319
4U,2548,TXL,351,KLU,4322,319 CRJ
4U,2548,TXL,351,LHR,507,319 320
4U,2548,TXL,351,LIN,1529,319
4U,2548,TXL,351,NCE,1354,319
4U,2548,TXL,351,NUE,347,319
4U,2548,TXL,351,PMI,3998,320
4U,2548,TXL,351,PRN,1742,319
4U,2548,TXL,351,SAW,4317,319
4U,2548,TXL,351,SJJ,1646,319
4U,2548,TXL,351,SPU,1206,319
4U,2548,TXL,351,STR,350,319 320 CRJ
4U,2548,TXL,351,VIE,1613,319 320
4U,2548,TXL,351,VRN,1550,319
4U,2548,TXL,351,ZAD,1209,319
4U,2548,VCE,1551,CGN,344,320 319
4U,2548,VCE,1551,DUS,345,320 319
4U,2548,VCE,1551,HAJ,352,319
4U,2548,VCE,1551,HAM,342,319 CRJ
4U,2548,VIE,1613,CGN,344,319 320
4U,2548,VIE,1613,HAJ,352,319
4U,2548,VIE,1613,HAM,342,319 CRJ
4U,2548,VIE,1613,STR,350,319 320 CRJ
4U,2548,VIE,1613,TXL,351,319 320
4U,2548,VRN,1550,CGN,344,319
4U,2548,VRN,1550,HAM,342,CRJ
4U,2548,VRN,1550,TXL,351,319
4U,2548,WAW,679,CGN,344,CRJ
4U,2548,WAW,679,DUS,345,CRJ
4U,2548,WRO,680,DUS,345,CRJ
4U,2548,XRY,1226,CGN,344,319
4U,2548,ZAD,1209,CGN,344,319
4U,2548,ZAD,1209,DUS,345,CRJ
4U,2548,ZAD,1209,STR,350,319
4U,2548,ZAD,1209,TXL,351,319
4U,2548,ZAG,1208,CGN,344,CRJ 319
4U,2548,ZAG,1208,STR,350,319
4U,2548,ZRH,1678,CGN,344,320 319
4U,2548,ZRH,1678,HAM,342,319 CRJ
4W,\N,AKP,6712,FAI,3832,PA2
4W,\N,BTT,3417,AKP,6712,PA2
4W,\N,BTT,3417,CXF,7119,PA2
4W,\N,CEM,7116,IRC,7236,PA2
4W,\N,CIK,7105,FAI,3832,PA2
4W,\N,CIK,7105,FYU,3420,PA2
4W,\N,CXF,7119,AKP,6712,PA2
4W,\N,FAI,3832,BTT,3417,PA2
4W,\N,FAI,3832,CEM,7116,PA2
4W,\N,FAI,3832,CIK,7105,PA2
4W,\N,FAI,3832,FYU,3420,PA2
4W,\N,FAI,3832,MLY,7246,CN1
4W,\N,FAI,3832,RMP,7112,CN1
4W,\N,FAI,3832,SVS,9741,PA2
4W,\N,FAI,3832,TAL,7113,PA2
4W,\N,FAI,3832,WBQ,7115,PA2
4W,\N,FYU,3420,CIK,7105,PA2
4W,\N,FYU,3420,FAI,3832,PA2
4W,\N,IRC,7236,FAI,3832,PA2
4W,\N,MLY,7246,MNT,7110,CN1
4W,\N,MNT,7110,FAI,3832,CN1
4W,\N,RMP,7112,FAI,3832,CN1
4W,\N,SVS,9741,FAI,3832,PA2
4W,\N,SVS,9741,WBQ,7115,PA2
4W,\N,TAL,7113,FAI,3832,PA2
4W,\N,WBQ,7115,FAI,3832,PA2
4W,\N,WBQ,7115,SVS,9741,PA2
4Y,1173,AKI,7217,TLT,7218,CNA
4Y,1173,ATT,4385,KUK,7094,CNA
4Y,1173,BET,3599,ATT,4385,CNA
4Y,1173,BET,3599,EEK,7093,CNA
4Y,1173,BET,3599,GNU,8202,CNA
4Y,1173,BET,3599,KPN,7201,CNA
4Y,1173,BET,3599,KWN,7206,CNA
4Y,1173,BET,3599,KWT,7095,CNA
4Y,1173,BET,3599,MLL,7097,CNA
4Y,1173,BET,3599,NME,8199,CNA
4Y,1173,BET,3599,WNA,9739,CNA
4Y,1173,BET,3599,WTL,7099,CNA
4Y,1173,CYF,6960,BET,3599,CNA
4Y,1173,EEK,7093,BET,3599,CNA
4Y,1173,EEK,7093,KWN,7206,CNA
4Y,1173,GNU,8202,PTU,3430,CNA
4Y,1173,KKH,7213,KWK,7096,CNA
4Y,1173,KKI,9742,AKI,7217,CNA
4Y,1173,KPN,7201,CYF,6960,CNA
4Y,1173,KUK,7094,NUP,7212,CNA
4Y,1173,KWK,7096,BET,3599,CNA
4Y,1173,KWN,7206,BET,3599,CNA
4Y,1173,KWN,7206,EEK,7093,CNA
4Y,1173,KWT,7095,KKI,9742,CNA
4Y,1173,MLL,7097,PQS,7216,CNA
4Y,1173,NME,8199,OOK,8200,CNA
4Y,1173,NUP,7212,BET,3599,CNA
4Y,1173,OOK,8200,TNK,8201,CNA
4Y,1173,PKA,9744,BET,3599,CNA
4Y,1173,PQS,7216,BET,3599,CNA
4Y,1173,PTU,3430,BET,3599,CNA
4Y,1173,TLT,7218,BET,3599,CNA
4Y,1173,TNK,8201,WWT,8203,CNA
4Y,1173,WNA,9739,PKA,9744,CNA
4Y,1173,WTL,7099,KKH,7213,CNA
4Y,1173,WWT,8203,BET,3599,CNA
5C,1581,BOC,1865,SJO,1885,DHT
5C,1581,DRK,6945,SJO,1885,DHT
5C,1581,FON,6731,XQP,1889,DHT
5C,1581,GLF,1879,PJM,5847,DHT
5C,1581,LIR,1881,SJO,1885,DHT
5C,1581,LIR,1881,SYQ,5848,DHT
5C,1581,LIR,1881,TNO,5844,DHT
5C,1581,MGA,1863,SJO,1885,DHT
5C,1581,NOB,1884,TMU,6732,CNA
5C,1581,PJM,5847,SJO,1885,DHT
5C,1581,PMZ,1887,SJO,1885,CNA
5C,1581,SJO,1885,BOC,1865,DHT
5C,1581,SJO,1885,DRK,6945,DHT
5C,1581,SJO,1885,FON,6731,DHT
5C,1581,SJO,1885,GLF,1879,DHT
5C,1581,SJO,1885,MGA,1863,DHT
5C,1581,SJO,1885,NOB,1884,CNA
5C,1581,SJO,1885,PJM,5847,DHT
5C,1581,SJO,1885,TMU,6732,DHT
5C,1581,SJO,1885,TNO,5844,DHT
5C,1581,SJO,1885,TTQ,5842,CNA
5C,1581,SJO,1885,XQP,1889,CNA DHT
5C,1581,SYQ,5848,LIR,1881,DHT
5C,1581,TMU,6732,SJO,1885,CNA DHT
5C,1581,TNO,5844,LIR,1881,DHT
5C,1581,TNO,5844,SJO,1885,DHT
5C,1581,TTQ,5842,SJO,1885,CNA
5C,1581,XQP,1889,PMZ,1887,CNA
5C,1581,XQP,1889,SJO,1885,CNA DHT
5G,4496,ACC,248,KMS,5556,AT7
5G,4496,KMS,5556,ACC,248,AT7
5H,8576,EDL,1138,LOK,1143,DH8
5H,8576,EDL,1138,NBO,4059,DH8 CRJ
5H,8576,JUB,1173,NBO,4059,CRJ
5H,8576,KIS,1140,EDL,1138,CRJ
5H,8576,KIS,1140,NBO,4059,CRJ CNA
5H,8576,LAU,1144,MYD,5694,DH8
5H,8576,LOK,1143,EDL,1138,DH8
5H,8576,MBA,1145,NBO,4059,CRJ
5H,8576,MBA,1145,ZNZ,1186,CRJ
5H,8576,MYD,5694,LAU,1144,DH8
5H,8576,MYD,5694,NBO,4059,DH8
5H,8576,NBO,4059,EDL,1138,DH8 CRJ
5H,8576,NBO,4059,JUB,1173,CRJ
5H,8576,NBO,4059,KIS,1140,CRJ
5H,8576,NBO,4059,LOK,1143,DH8
5H,8576,NBO,4059,MBA,1145,CRJ
5H,8576,NBO,4059,MYD,5694,DH8
5H,8576,ZNZ,1186,MBA,1145,CRJ
5J,1683,BCD,2423,CEB,4206,320 ATR
5J,1683,BCD,2423,CGY,2400,ATR
5J,1683,BCD,2423,DVO,4090,320
5J,1683,BCD,2423,MNL,2397,320 319
5J,1683,BKI,3269,MNL,2397,320
5J,1683,BKK,3885,MNL,2397,320
5J,1683,BWN,3272,MNL,2397,320
5J,1683,BXU,4200,CEB,4206,319
5J,1683,BXU,4200,MNL,2397,320
5J,1683,CAN,3370,MNL,2397,320
5J,1683,CBO,2399,MNL,2397,319 320
5J,1683,CEB,4206,BCD,2423,320 ATR
5J,1683,CEB,4206,BXU,4200,319
5J,1683,CEB,4206,CGM,6012,ATR
5J,1683,CEB,4206,CGY,2400,ATR 320 319
5J,1683,CEB,4206,CRK,4140,319
5J,1683,CEB,4206,DGT,2425,ATR
5J,1683,CEB,4206,DPL,4201,ATR
5J,1683,CEB,4206,DVO,4090,320 319
5J,1683,CEB,4206,GES,2402,320
5J,1683,CEB,4206,HKG,3077,320
5J,1683,CEB,4206,IAO,6974,ATR
5J,1683,CEB,4206,ICN,3930,320
5J,1683,CEB,4206,ILO,2429,319 320
5J,1683,CEB,4206,KLO,2430,320
5J,1683,CEB,4206,LGP,4203,ATR
5J,1683,CEB,4206,MNL,2397,319 320 330 ATR
5J,1683,CEB,4206,MPH,2426,ATR
5J,1683,CEB,4206,OZC,4204,ATR
5J,1683,CEB,4206,PAG,2401,ATR
5J,1683,CEB,4206,PPS,2433,320
5J,1683,CEB,4206,PUS,2372,320
5J,1683,CEB,4206,SIN,3316,320
5J,1683,CEB,4206,SUG,6016,ATR
5J,1683,CEB,4206,TAC,2422,ATR 319
5J,1683,CEB,4206,USU,4199,ATR
5J,1683,CEB,4206,ZAM,2404,319
5J,1683,CGK,3275,MNL,2397,320
5J,1683,CGM,6012,CEB,4206,ATR
5J,1683,CGY,2400,BCD,2423,ATR
5J,1683,CGY,2400,CEB,4206,320 ATR 319
5J,1683,CGY,2400,DVO,4090,ATR
5J,1683,CGY,2400,ILO,2429,319
5J,1683,CGY,2400,MNL,2397,320 319
5J,1683,CRK,4140,CEB,4206,319
5J,1683,CRK,4140,HKG,3077,319
5J,1683,CRK,4140,MFM,3121,319
5J,1683,CRK,4140,SIN,3316,319
5J,1683,CYZ,6733,MNL,2397,319
5J,1683,DGT,2425,CEB,4206,ATR
5J,1683,DGT,2425,MNL,2397,319
5J,1683,DPL,4201,CEB,4206,ATR
5J,1683,DPL,4201,DVO,4090,ATR
5J,1683,DPL,4201,MNL,2397,320 319
5J,1683,DPS,3940,MNL,2397,320
5J,1683,DVO,4090,BCD,2423,320
5J,1683,DVO,4090,CEB,4206,320 319
5J,1683,DVO,4090,CGY,2400,ATR
5J,1683,DVO,4090,DPL,4201,ATR
5J,1683,DVO,4090,ILO,2429,320 319
5J,1683,DVO,4090,MNL,2397,320 330
5J,1683,DVO,4090,PPS,2433,319
5J,1683,DVO,4090,ZAM,2404,319
5J,1683,DXB,2188,MNL,2397,330
5J,1683,GES,2402,CEB,4206,320
5J,1683,GES,2402,ILO,2429,319
5J,1683,GES,2402,MNL,2397,320
5J,1683,HAN,3199,MNL,2397,319
5J,1683,HKG,3077,CEB,4206,320
5J,1683,HKG,3077,CRK,4140,319
5J,1683,HKG,3077,ILO,2429,319
5J,1683,HKG,3077,MNL,2397,320
5J,1683,HKT,3179,MNL,2397,320
5J,1683,IAO,6974,CEB,4206,ATR
5J,1683,ICN,3930,CEB,4206,320
5J,1683,ICN,3930,KLO,2430,320
5J,1683,ICN,3930,MNL,2397,330
5J,1683,ILO,2429,CEB,4206,319 320
5J,1683,ILO,2429,CGY,2400,319
5J,1683,ILO,2429,DVO,4090,320 319
5J,1683,ILO,2429,GES,2402,319
5J,1683,ILO,2429,HKG,3077,319
5J,1683,ILO,2429,MNL,2397,320 319
5J,1683,ILO,2429,PPS,2433,319
5J,1683,ILO,2429,SIN,3316,319
5J,1683,KIX,3992,MNL,2397,320
5J,1683,KLO,2430,CEB,4206,320
5J,1683,KLO,2430,ICN,3930,320
5J,1683,KLO,2430,MNL,2397,320 ATR 319
5J,1683,KUL,3304,MNL,2397,320
5J,1683,LAO,4202,MNL,2397,319
5J,1683,LGP,4203,CEB,4206,ATR
5J,1683,LGP,4203,MNL,2397,320 319
5J,1683,MFM,3121,CRK,4140,319
5J,1683,MFM,3121,MNL,2397,319
5J,1683,MNL,2397,BCD,2423,320 319
5J,1683,MNL,2397,BKI,3269,320
5J,1683,MNL,2397,BKK,3885,320
5J,1683,MNL,2397,BWN,3272,320
5J,1683,MNL,2397,BXU,4200,320
5J,1683,MNL,2397,CAN,3370,320
5J,1683,MNL,2397,CBO,2399,319 320
5J,1683,MNL,2397,CEB,4206,319 320 330 ATR
5J,1683,MNL,2397,CGK,3275,320
5J,1683,MNL,2397,CGY,2400,320 319
5J,1683,MNL,2397,CYZ,6733,319
5J,1683,MNL,2397,DGT,2425,319
5J,1683,MNL,2397,DPL,4201,320 319
5J,1683,MNL,2397,DPS,3940,320
5J,1683,MNL,2397,DVO,4090,320 330
5J,1683,MNL,2397,DXB,2188,330
5J,1683,MNL,2397,GES,2402,320
5J,1683,MNL,2397,HAN,3199,319
5J,1683,MNL,2397,HKG,3077,320
5J,1683,MNL,2397,HKT,3179,320
5J,1683,MNL,2397,ICN,3930,330
5J,1683,MNL,2397,ILO,2429,320 319
5J,1683,MNL,2397,KIX,3992,320
5J,1683,MNL,2397,KLO,2430,320 ATR 319
5J,1683,MNL,2397,KUL,3304,320
5J,1683,MNL,2397,LAO,4202,319
5J,1683,MNL,2397,LGP,4203,320 319
5J,1683,MNL,2397,MFM,3121,319
5J,1683,MNL,2397,MPH,2426,ATR
5J,1683,MNL,2397,NGO,3942,320
5J,1683,MNL,2397,NRT,2279,320
5J,1683,MNL,2397,OZC,4204,320
5J,1683,MNL,2397,PAG,2401,319 320
5J,1683,MNL,2397,PEK,3364,320
5J,1683,MNL,2397,PPS,2433,320 319
5J,1683,MNL,2397,PUS,2372,320
5J,1683,MNL,2397,PVG,3406,320
5J,1683,MNL,2397,REP,3035,320
5J,1683,MNL,2397,RXS,6026,320
5J,1683,MNL,2397,SGN,3205,320
5J,1683,MNL,2397,SIN,3316,330 320
5J,1683,MNL,2397,SJI,2409,319
5J,1683,MNL,2397,TAC,2422,320
5J,1683,MNL,2397,TAG,3994,319
5J,1683,MNL,2397,TPE,2276,320
5J,1683,MNL,2397,TUG,6021,319
5J,1683,MNL,2397,USU,4199,ATR
5J,1683,MNL,2397,VRC,6022,319
5J,1683,MNL,2397,WNP,6018,ATR
5J,1683,MNL,2397,XMN,3383,320
5J,1683,MNL,2397,ZAM,2404,320
5J,1683,MPH,2426,CEB,4206,ATR
5J,1683,MPH,2426,MNL,2397,ATR
5J,1683,NGO,3942,MNL,2397,320
5J,1683,NRT,2279,MNL,2397,320
5J,1683,OZC,4204,CEB,4206,ATR
5J,1683,OZC,4204,MNL,2397,320
5J,1683,PAG,2401,CEB,4206,ATR
5J,1683,PAG,2401,MNL,2397,319 320
5J,1683,PEK,3364,MNL,2397,320
5J,1683,PPS,2433,CEB,4206,320
5J,1683,PPS,2433,DVO,4090,319
5J,1683,PPS,2433,ILO,2429,319
5J,1683,PPS,2433,MNL,2397,320 319
5J,1683,PUS,2372,CEB,4206,320
5J,1683,PUS,2372,MNL,2397,320
5J,1683,PVG,3406,MNL,2397,320
5J,1683,REP,3035,MNL,2397,320
5J,1683,RXS,6026,MNL,2397,320
5J,1683,SGN,3205,MNL,2397,320
5J,1683,SIN,3316,CEB,4206,320
5J,1683,SIN,3316,CRK,4140,319
5J,1683,SIN,3316,ILO,2429,319
5J,1683,SIN,3316,MNL,2397,320 330
5J,1683,SJI,2409,MNL,2397,319
5J,1683,SUG,6016,CEB,4206,ATR
5J,1683,TAC,2422,CEB,4206,ATR 319
5J,1683,TAC,2422,MNL,2397,320
5J,1683,TAG,3994,MNL,2397,319
5J,1683,TPE,2276,MNL,2397,320
5J,1683,TUG,6021,MNL,2397,319
5J,1683,USU,4199,CEB,4206,ATR
5J,1683,USU,4199,MNL,2397,ATR
5J,1683,VRC,6022,MNL,2397,319
5J,1683,WNP,6018,MNL,2397,ATR
5J,1683,XMN,3383,MNL,2397,320
5J,1683,ZAM,2404,CEB,4206,319
5J,1683,ZAM,2404,DVO,4090,319
5J,1683,ZAM,2404,MNL,2397,320
5M,4436,ANU,2874,NEV,6079,BNI
5M,4436,NEV,6079,ANU,2874,BNI
5N,503,ARH,4362,CSH,6110,AN4
5N,503,ARH,4362,LED,2948,735
5N,503,ARH,4362,MMK,2949,AN4
5N,503,ARH,4362,NNM,4371,AT5
5N,503,ARH,4362,SVO,2985,735
5N,503,ARH,4362,USK,4369,AN4
5N,503,CSH,6110,ARH,4362,AN4
5N,503,LED,2948,ARH,4362,735
5N,503,LED,2948,MMK,2949,735
5N,503,LED,2948,SCW,2989,735
5N,503,MMK,2949,ARH,4362,AN4
5N,503,MMK,2949,LED,2948,735
5N,503,MMK,2949,SVO,2985,735
5N,503,MMK,2949,TOS,663,AN4
5N,503,NNM,4371,ARH,4362,AT5
5N,503,SCW,2989,LED,2948,735
5N,503,SCW,2989,SVO,2985,735
5N,503,SVO,2985,ARH,4362,735
5N,503,SVO,2985,MMK,2949,735
5N,503,SVO,2985,SCW,2989,735
5N,503,TOS,663,MMK,2949,AN4
5N,503,USK,4369,ARH,4362,AN4
5P,10650,ANF,2651,IQQ,2649,737
5P,10650,CCP,2656,SCL,2650,737
5P,10650,IQQ,2649,SCL,2650,737
5P,10650,SCL,2650,ANF,2651,737
5Q,18232,AEP,2442,MVD,2816,AT7
5Q,18232,AEP,2442,PDP,6777,AT7
5Q,18232,ASU,2699,MVD,2816,AT7
5Q,18232,CWB,2545,MVD,2816,AT7
5Q,18232,EZE,3988,MVD,2816,AT7
5Q,18232,GIG,2560,MVD,2816,AT7 319
5Q,18232,GRU,2564,MVD,2816,AT7 319
5Q,18232,MVD,2816,AEP,2442,AT7
5Q,18232,MVD,2816,ASU,2699,AT7
5Q,18232,MVD,2816,CWB,2545,AT7
5Q,18232,MVD,2816,EZE,3988,AT7
5Q,18232,MVD,2816,GIG,2560,AT7 319
5Q,18232,MVD,2816,GRU,2564,319 AT7
5Q,18232,MVD,2816,POA,2599,AT7
5Q,18232,MVD,2816,SCL,2650,319
5Q,18232,PDP,6777,AEP,2442,AT7
5Q,18232,POA,2599,MVD,2816,AT7
5Q,18232,SCL,2650,MVD,2816,319
5T,1623,YBK,29,YCS,5487,ATR
5T,1623,YBK,29,YXN,5534,ATR
5T,1623,YCB,32,YCO,37,DH8 73M
5T,1623,YCB,32,YYH,183,DH8
5T,1623,YCB,32,YZF,196,DH8 73M
5T,1623,YCO,37,YCB,32,DH8 73M
5T,1623,YCO,37,YZF,196,DH8 73M
5T,1623,YCS,5487,YBK,29,AT4
5T,1623,YCS,5487,YRT,132,ATR AT4
5T,1623,YCY,40,YFB,55,DH8
5T,1623,YCY,40,YIO,75,DH8
5T,1623,YEG,49,YZF,196,73M 733
5T,1623,YEK,50,YXN,5534,ATR AT4
5T,1623,YEK,50,YYQ,187,ATR AT4
5T,1623,YEV,54,YVQ,155,73M 733
5T,1623,YFB,55,YCY,40,DH8
5T,1623,YFB,55,YGT,5495,BE1 DH8
5T,1623,YFB,55,YOW,100,73M
5T,1623,YFB,55,YRT,132,73M
5T,1623,YFB,55,YTE,140,BE1 DH8
5T,1623,YFB,55,YUX,148,BE1 DH8
5T,1623,YFB,55,YXP,170,DH8
5T,1623,YGT,5495,YFB,55,DH8
5T,1623,YGT,5495,YIO,75,DH8
5T,1623,YGT,5495,YUX,148,DH8 BE1
5T,1623,YHK,69,YYH,183,DH8
